"nombre","nombre_oficial","pais_operador","operador","usos","finalidad","clase_orbita","periodo","masa","fecha","NORAD"
"Salsa (part of Cluster quartet, Cluster 2 FM6)","Salsa","ESA","European Space Agency (ESA) (and 250 international scientific investigators)","Government","Space Science","Elliptical",3.418,1.200,16/07/2000,26410
"SALSAT (Spectrum AnaLysis Satellite)","SALSAT","Germany","Technical University Berlin","Civil","Space Science","LEO",96,12,28/09/2020,46495
"Samba (part of Cluster quartet, Cluster 2 FM7)","Samba","ESA","European Space Agency (ESA) (and 250 international scientific investigators)","Government","Space Science","Elliptical","3.430,28",1.200,16/07/2000,26411
"SAOCOM-1A (Satélite Argentino de Observación Con Microondas)","SAOCOM-1A","Argentina","National Space Activities Commission (CONAE)","Government","Earth Observation","LEO","97,20",1.650,07/10/2018,43641
"SAOCOM-1B (Satélite Argentino de Observación Con Microondas)","SAOCOM-1B","Argentina","National Space Activities Commission (CONAE)","Government","Earth Observation","LEO","96,80",3.050,31/08/2020,46265
"Sapphire (Space Surveillance Mission of Canada)","Sapphire","Canada","Department of National Defense","Military","Space Observation","LEO","100,40",148,25/02/2013,39088
"SARAL (Satellite with ARGOS and ALTIKA)","SARAL","India/France","Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES)","Government","Earth Observation","LEO","100,53",407,25/02/2013,39086
"SAR-Lupe 1","SAR-Lupe 1","Germany","Armed Forces","Military","Earth Observation","LEO","94,30",770,19/12/2006,29658
"SAR-Lupe 2","SAR-Lupe 2","Germany","Armed Forces","Military","Earth Observation","LEO","94,34",770,02/07/2007,31797
"SAR-Lupe 3","SAR-Lupe 3","Germany","Armed Forces","Military","Earth Observation","LEO","94,30",770,01/11/2007,32283
"SAR-Lupe 4","SAR-Lupe 4","Germany","Armed Forces","Military","Earth Observation","LEO","94,40",770,27/03/2008,32750
"SAR-Lupe 5","SAR-Lupe 5","Germany","Armed Forces","Military","Earth Observation","LEO","94,37",770,22/07/2008,33244
"Saudicomsat-1","Saudicomsat-1","Saudi Arabia","Riyadh Space Research Institute","Commercial","Technology Development","LEO","99,2",12,29/06/2004,28369
"Saudicomsat-2 ","Saudicomsat-2 ","Saudi Arabia","Riyadh Space Research Institute","Commercial","Technology Development","LEO","99,6",12,29/06/2004,28370
"Saudicomsat-3","Saudicomsat-3","Saudi Arabia","Riyadh Space Research Institute","Commercial","Communications","LEO","98,4",12,17/04/2007,31125
"Saudicomsat-4","Saudicomsat-4","Saudi Arabia","Riyadh Space Research Institute","Commercial","Communications","LEO","98,7",12,17/04/2007,31127
"Saudicomsat-5","Saudicomsat-5","Saudi Arabia","Riyadh Space Research Institute","Commercial","Communications","LEO","98,5",12,17/04/2007,31124
"Saudicomsat-6","Saudicomsat-6","Saudi Arabia","Riyadh Space Research Institute","Commercial","Communications","LEO","98,8",12,17/04/2007,31121
"Saudicomsat-7","Saudicomsat-7","Saudi Arabia","Riyadh Space Research Institute","Commercial","Communications","LEO","98,6",12,17/04/2007,31119
"Saudisat-1C (Oscar 50, SO 50)","Saudisat 1C","Saudi Arabia","Space Research Institute, King Abdulaziz City for Science and Technology","Government","Communications","LEO","97,8",10,20/12/2002,27607
"Saudisat-2 ","Saudisat-2 ","Saudi Arabia","Riyadh Space Research Institute","Government","Earth Observation","LEO","99,1",35,29/06/2004,28371
"Saudisat-3 ","Saudisat-3","Saudi Arabia","Riyadh Space Research Institute","Government","Earth Observation","LEO","98,1",200,17/04/2007,31118
"Saudisat-4","Saudisat-4","Saudi Arabia","Space Research Institute, King Abdulaziz City for Science and Technology","Government","Space Science","LEO","97,68",100,19/06/2014,40016
"Saudisat-5A","Saudisat-5A","Saudi Arabia","Space Research Institute, King Abdulaziz City for Science and Technology","Government","Earth Observation","LEO","95,4",425,07/12/2018,43831
"Saudisat-5B","Saudisat-5B","Saudi Arabia","Space Research Institute, King Abdulaziz City for Science and Technology","Government","Earth Observation","LEO","95,4",425,07/12/2018,43833
"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)","USA 230","USA","US Air Force","Military","Earth Observation","GEO","1436,11",4.500,07/05/2011,37481
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)","USA 241","USA","US Air Force","Military","Earth Observation","GEO","1436,11",4.500,19/03/2013,39120
"SBIRS GEO 3 (Space Based Infrared System Geosynchronous 3, USA 273)","USA 273","USA","US Air Force","Military","Earth Observation","GEO","1436,11",4.500,20/01/2017,41937
"SBIRS GEO 4 (Space Based Infrared System Geosynchronous 4, USA 282)","USA 282","USA","US Air Force","Military","Earth Observation","GEO","1436,1",4.500,19/01/2018,43162
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)","USA 216","USA","Strategic Space Command/Space Surveillance Network","Military","Space Observation","LEO","97,36",1.031,26/09/2010,37168
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23, Intruder) ","USA 181","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",5.000,03/02/2005,28537
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23, Intruder) ","USA 181","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",5.000,03/02/2005,28541
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30, Intruder)","USA 194","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",5.000,15/06/2007,31701
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30, Intruder)","USA 194","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",5.000,15/06/2007,31708
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)","USA 229","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,5",,15/04/2011,37386
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)","USA 229","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",5.000,15/04/2011,37391
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)","USA 238","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",6.500,13/09/2012,38758
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)","USA 238","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",6.500,13/09/2012,38773
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55, Intruder)","USA 264","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",6.500,08/10/2015,40964
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55, Intruder)","USA 264","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",6.500,08/10/2015,40981
"SB-WASS 3-8 (Space Based Wide Area Surveillance System) NOSS 3-8, USA 274, NRO L79, Intruder)","USA 274","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",6.500,01/03/2017,42058
"SB-WASS 3-8 (Space Based Wide Area Surveillance System) NOSS 3-8, USA 274, NRO L79, Intruder)","USA 274","USA","National Reconnaissance Office (NRO)/US Navy","Military","Earth Observation","LEO","107,4",6.500,01/03/2017,42065
"ScatSat-1","ScatSat-1","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","99,3",371,26/09/2016,41790
"SCD-1 (Satélite de Coleta de Dados)","SCD-1","Brazil","Instituto Nacional de Pesquisas Espaciais (INPE)","Government","Earth Observation","LEO","99,7",110,09/02/1993,22491
"SCD-2 (Satélite de Coleta de Dados)","SCD-2","Brazil","Instituto Nacional de Pesquisas Espaciais (INPE)","Government","Earth Observation","LEO","99,8",110,23/10/1998,"25504"
"Scisat-1 (Atmospheric Chemistry Experiment)","Scisat-1","Canada","Canadian Space Agency","Government","Space Science","LEO","97,6",150,12/08/2003,27858
"SDO (Solar Dynamics Observatory)","SDO","USA","National Aeronautics and Space Administration (NASA)","Government","Space Science","GEO","1436,03",3.100,11/02/2010,36395
"SDS III-4 (Satellite Data System) (NRO L-1, USA 179, Quasar) ","USA 179","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","Elliptical","717,7",,31/08/2004,28384
"SDS III-5 (Satellite Data System) (NRO L-24, USA 198, Quasar) ","USA 198","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","Elliptical",718,,10/12/2007,32378
"SDS III-6 (Satellite Data System) NRO L-27, USA 227, Quasar)","USA 227","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","GEO","1436,1",,02/03/2011,37377
"SDS III-7 (Satellite Data System) NRO L-38, USA 236, Quasar)","USA 236","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","GEO","1436,1",,20/06/2012,38466
"SDS III-8 (Satellite Data System) NRO L-33, USA 252, Quasar)","USA 252","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","GEO","1436,1",,22/05/2014,39751
"SDS IV-1 (Satellite Data System, NRO L-61, USA 269, Quasar)","USA 269","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","GEO","1436,1",,28/07/2016,41724
"SDS IV-2 (Satellite Data System, NRO L-62, USA 279, Quasar)","USA 279","USA","National Reconnaissance Office (NRO)/US Air Force","Military","Communications","GEO","1436,1",,15/10/2017,42949
"SDS-4 (Small Demonstration Satellite-4)","SDS-4","Japan","Japan Aerospace Exploration Agency (JAXA)","Government","Technology Development","LEO","98,1",50,17/05/2012,38339
"Seahawk-1","Seahawk-1","USA","University of North Carolina - Wilmington","Civil","Earth Observation","LEO","96,3",4,03/12/2018,43820
"SEEDS 2","SEEDS 2","Japan","Nihon University","Civil","Technology Development","LEO",97,3,28/04/2008,32791
"SeeMe (Space Enabled Effects for Military Engagements satellite)","SeeMe","USA","Defense Advanced Research Projects Agency (DARPA)","Military","Earth Observation","LEO","96,3",25,03/12/2018,43822
"Sentinel 3B","Sentinel 3B","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","101,1",2.300,25/04/2018,43437
"Sentinel 1A","Sentinel 1A","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","98,61",2.300,03/04/2014,39634
"Sentinel 1B","Sentinel 1B","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","98,7",2.300,25/04/2016,41456
"Sentinel 2A","Sentinel 2A","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","100,62",1.130,23/06/2015,40697
"Sentinel 2B","Sentinel 2B","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","100,4",1.130,06/03/2017,42063
"Sentinel 3A","Sentinel 3A","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","100,9",2.300,16/02/2016,41335
"Sentinel 5P (Sentinel 5 Precursor)","Sentinel 5P","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","101,2",820,13/10/2017,42969
"Sentinel 6 (Michael Freilich)","Sentinel 6","ESA","EUMETSAT (European Organization for the Exploitation of Meteorological Satellites)","Government","Earth Observation","LEO","112,4",1.192,21/11/2020,46984
"SES-1 (AMC-4R)","SES-1","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",,24/04/2010,36516
"SES-10","SES-10","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",5.271,30/03/2017,42432
"SES-11/EchoStar 105","SES-11/EchoStar 105","Luxembourg","SES S.A./EchoStar Satellite Services, LLC","Commercial","Communications","GEO",1436,5.200,11/10/2017,42967
"SES-12","SES-12","Luxembourg","SES S.A.","Commercial ","Communications","GEO",1436,5.300,04/06/2018,43488
"SES-14","SES-14","Luxembourg","SES S.A.","Commercial","Communications","GEO",1436,4.423,25/01/2018,43175
"SES-15","SES-15","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",,18/05/2017,42709
"SES-2","SES-2","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,19",3.200,21/09/2011,37809
"SES-3","SES-3","Luxembourg","SES S.A.","Commercial","Communications","GEO","1439,41",3.112,15/07/2011,37748
"SES-4","SES-4","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",,14/02/2012,38087
"SES-5 (Sirius 5, Astra 4B)","SES-5","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,12",6.007,09/07/2012,38652
"SES-6","SES-6","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,09",6.140,03/06/2013,39172
"SES-7 (Protostar 2, Indostar 2)","SES-7","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",4.007,16/05/2009,34941
"SES-8","SES-8","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,07",3.138,03/12/2013,39460
"SES-9","SES-9","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,2",5.271,04/03/2016,41380
"SGDC (Geostationary Satellite for Communications and Defense)","SGDC","Brazil","Telebras/Brazilian Air Force","Commercial/Military","Communications","GEO","1436,11",5.735,04/05/2017,42692
"Shaonian Xing (Youth Star)","Shaonian Xing","China","Teen Satellite Project","Civil","Technology Development","LEO","94,5",3,02/02/2018,43199
"SHFT (Space-based High Frequency Testbed, Georgen)","SHFT","USA","Defense Advanced Research Projects Agency (DARPA)","Military","Space Science","LEO","94,7",5,16/12/2018,43860
"Shields 1","Shields 1","USA","NASA Langley Research Center","Government","Technology Development","LEO","94,7",4,16/12/2018,43850
"Shijian 11-01 (SJ-11-01)","Shijian 11-01","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","98,7",,12/11/2009,36088
"Shijian 11-02 (SJ-11-02)","Shijian 11-02","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,7",,29/07/2011,37765
"Shijian 11-03 (SJ-11-03)","Shijian 11-03","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,7",,06/07/2011,37730
"Shijian 11-05 (SJ-11-05)","Shijian 11-05","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,7",,15/07/2013,39202
"Shijian 11-06 (SJ-11-06)","Shijian 11-06","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,69",,31/03/2014,39624
"Shijian 11-07 (SJ-11-07)","Shijian 11-07","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,69",,28/09/2014,40261
"Shijian 11-08 (SJ-11-08)","Shijian 11-08","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,6",,27/10/2014,40286
"Shijian 12 (SJ-12)","Shijian 12","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","96,5",,15/06/2010,36596
"Shijian 13 (SJ-13)","Shijian 13","China","China Academy of Space Technology (CAST)","Government","Technology Development","GEO","1436,1",4.600,12/04/2017,42662
"Shijian 15 (SJ-15)","Shijian 15","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","98,08",,19/07/2013,39210
"Shijian 16-01 (SJ-16)","Shijian 16-01","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","96,85",,25/10/2013,39358
"Shijian 16-02","Shijian 16-02","China","China Academy of Space Technology (CAST)","Government","Technology Development","LEO","96,81",,29/06/2016,41634
"Shijian 17","Shijian 17","China","China Satellite Communication Corp. (China Satcom)","Government","Technology Development","GEO","1435,8",3.800,03/11/2016,41838
"Shijian 20","Shijian 20","China","China Aerospace Science and Technology Corporation (CASC) ","Government","Technology Development","GEO","1436,1",7.600,27/12/2019,44910
"Shijian 6A (SJ-6A, Dong Fang Hong 60)","Shijian 6A","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","96,5",,08/09/2004,28413
"Shijian 6B (SJ-6B)","Shijian 6B","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","96,5",,08/09/2004,28414
"Shijian 6C (SJ-6-02A)","Shijian 6C","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","96,5",,23/10/2006,29505
"Shijian 6D (SJ-6-02B)","Shijian 6D","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","96,6",,23/10/2006,29506
"Shijian 6E (SJ6-03A, SJ-6E)","Shijian 6E","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","96,6",,25/10/2008,33408
"Shijian 6F (SJ6-03B, SJ-6F)","Shijian 6F","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","96,5",,25/10/2008,33409
"Shijian 6G (SJ6-04A)","Shijian 6G","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO","96,6",,06/10/2010,37179
"Shijian 6H (SJ6_04B)","Shijian 6H","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO","96,6",,06/10/2010,37180
"Shijian 7 (SJ7, Dong Fang Hong 65)","Shijian 7","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","95,9",,05/07/2005,28737
"Shijian 9A (SJ 9A)","Shijian 9A","China","Shanghai Academy of Spaceflight Technology","Government","Technology Development","LEO","97,44",,14/10/2012,38860
"Shijian 9B (SJ 9B)","Shijian 9B","China","Shanghai Academy of Spaceflight Technology","Government","Technology Development","LEO","97,46",,14/10/2012,38861
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)","Shiyan 1","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO","96,6",204,18/04/2004,28220
"Shiyan 3 (SY3, Experimental Satellite 3)","Shiyan 3","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO","100,8",300,05/11/2008,33433
"Shiyan 4 (SY4, Experimental Satellite 4)","Shiyan 4","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO","100,7",300,20/11/2011,37931
"Shiyan 5 (SY5, Experimental Satellite 5)","Shiyan 5","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO","99,7",204,25/11/2013,39455
"Shiyan 6-01 (SY6-01, Experimental Satellite 6-01)","Shiyan 6-01","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","99,6",,19/11/2018,43710
"Shiyan 6-02 (SY6-02, Experimental Satellite 6-02)","Shiyan 6-02","China","China Academy of Space Technology (CAST)","Government","Space Science","LEO","98,6",,04/07/2020,45859
"Shiyan 7 (SY7, Experimental Satellite 7)","Shiyan 7","China","China Academy of Space Technology (CAST)","Military","Technology Development","LEO","98,15",,19/07/2013,39208
"Sicral 1A ","Sicral 1A","Italy","Italian Defense Ministry","Military","Communications","GEO","1436,06",2.596,07/02/2001,26694
"Sicral 1B","Sicral 1B","Italy","Italian Defense Ministry/Telespazio","Military/Commercial","Communications","GEO","1436,52",3.038,20/04/2009,34810
"Sicral 2/Syracuse 3C","Sicral 2/Syracuse 3C","France/Italy","Italian Defense Ministry/French Defense Ministry","Military","Communications","GEO",1436,4.400,26/04/2015,40614
"SIMBA (Sun-earth IMBAlance)","SIMBA","ESA","ESA/Royal Meteorological Institute, Belgium","Government","Earth Science","LEO","94,5",6,02/09/2020,46279
"Sinah-1 (Sina 1, ZS1)","Sinah-1","Iran","Iranian Research Organization for Science and Technology (IROST)","Government","Communications","LEO","98,6",170,27/10/2005,28893
"SINOD D-1","SINOD D-1","USA","SRI International","Commercial","Technology Demonstration","LEO","97,67",2,08/10/2015,40974
"SINOD D-3","SINOD D-3","USA","SRI International","Commercial","Technology Demonstration","LEO","97,66",2,08/10/2015,40977
"Sinosat-6 (Chinasat-6A, XN-6)","Sinosat-6","China","China Satellite Communication Corp. (China Satcom)","Commercial","Communications","GEO","1436,1",5.000,04/09/2010,37150
"Sirius 1 (SD Radio 1)","Sirius-1 (SD Radio 1)","USA","Sirius XM Holdings","Commercial","Communications","Elliptical","1418,5",3.727,30/06/2000,26390
"Sirius 2 (SD Radio 2)","Sirius 2 (SD Radio 2)","USA","Sirius XM Holdings","Commercial","Communications","Elliptical","1148,43",3.792,05/09/2000,26483
"Sirius 3 (SD Radio 3)","Sirius 3 (SD Radio 3)","USA","Sirius XM Holdings","Commercial","Communications","Elliptical","994,83",3.727,30/11/2000,26626
"Sirius 4 (Astra 4A)","Sirius 4","Sweden","SES S.A.","Commercial","Communications","GEO","1436,1",4.400,17/11/2007,32299
"Sirius FM-5","Sirius FM-5","USA","Sirius XM Holdings","Commercial","Communications","GEO",1436,5.800,30/06/2009,35493
"Sirius FM-6","Sirius FM-6","USA","Sirius XM Holdings","Commercial","Communications","GEO","1436,16",6.020,25/10/2013,39360
"Sirius XM-3 (Rhythm)","Sirius XM-3","USA","XM Satellite Radio USA","Commercial","Communications","GEO","1436,1",4.703,01/03/2005,28626
"Sirius XM-4 (Blues)","Sirius XM-4","USA","XM Satellite Radio USA","Commercial","Communications","GEO","1436,09",5.193,30/10/2006,29520
"Sirius XM-5","Sirius XM-5","USA","Sirius XM Holdings","Commercial","Communications","GEO","1436,12",5.983,14/10/2010,37185
"Sirius XM-7","Sirius XM-7","USA","Sirius XM Holdings","Commercial","Communications","GEO","1436,1",7.000,13/12/2020,47240
"Sky Mexico-1","Sky Mexico-1","Mexico","Sky Mexico","Commercial","Communications","GEO",1436,3.180,27/05/2015,40664
"Sky Muster 1 (NBN-1A)","Sky Muster 1","Australia","NBN Co (operated by Optus)","Commercial","Communications","GEO","1434,76",6.440,30/09/2015,40940
"Sky Muster 2 (NBN-1B)","Sky Muster 2","Australia","NBN Co (operated by Optus)","Commercial","Communications","GEO","1436,1",6.405,05/10/2016,41794
"SkyBrasil-1 (Intelsat 32E)","SkyBrasil-1 (Intelsat 32E)","Brazil","DirecTV Latin America/Intelsat","Commercial","Communications","GEO",1436,6.000,14/02/2017,41945
"Skynet 4C ","Skynet 4C","United Kingdom","Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium)","Military","Communications","GEO","1436,07",1.474,30/08/1990,20776
"Skynet 4E ","Skynet 4E","United Kingdom","Ministry of Defense","Military","Communications","GEO","1436,06",1.510,26/02/1999,25639
"Skynet 5A","Skynet 5A","United Kingdom","Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium)","Military","Communications","GEO","1436,1",4.700,11/03/2007,30794
"Skynet 5B","Skynet 5B","United Kingdom","Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium)","Military","Communications","GEO","1436,1",4.635,14/11/2007,32294
"Skynet 5C","Skynet 5C","United Kingdom","Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium)","Military","Communications","GEO","1436,1",4.600,12/06/2008,33055
"Skynet 5D","Skynet 5D","United Kingdom","Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium)","Military","Communications","GEO","1436,24",4.638,19/12/2012,39034
"SkySat-1 (S1)","SkySat-1","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","96,34",,21/11/2013,39418
"SkySat-10 (SkySat C8, S108)","SkySat-10","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,8",110,31/10/2017,42990
"SkySat-11 (SkySat C9, S109)","SkySat-11","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,9",110,31/10/2017,42989
"SkySat-12 (SkySat C10, S110)","SkySat-12","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,9",110,31/10/2017,42988
"SkySat-13 (SkySat C11, S111)","SkySat-13","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,9",110,31/10/2017,42987
"SkySat-14 (SkySat C12, S112)","SkySat-14","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","96,3",100,03/12/2018,43797
"SkySat-15 (SkySat C13, S113)","SkySat-15","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","96,3",100,03/12/2018,43802
"SkySat-16 (SkySat C14)","SkySat-16","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","92,5",100,13/06/2020,45788
"SkySat-17 (SkySat C15)","SkySat-17","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","92,5",100,13/06/2020,45790
"SkySat-18 (SkySat C16)","SkySat-18","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","92,5",100,13/06/2020,45789
"SkySat-19 (SkySat C17)","SkySat-19","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","92,5",110,18/08/2020,46179
"SkySat-2 (B, S2)","SkySat-2","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","97,31",90,08/07/2014,40072
"SkySat-20 (SkySat C18)","SkySat-20","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","92,5",110,18/08/2020,46180
"SkySat-21 (SkySat C19)","SkySat-21","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","92,5",110,18/08/2020,46235
"SkySat-3 (SkySat Gen 2-1, Skysat C1, S3)","SkySat-3","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,78",110,22/06/2016,41601
"SkySat-4 (SkySat C4, S104)","SkySat-4","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,64",110,16/09/2016,41771
"SkySat-5 (SkySat C5, S105)","SkySat-5","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,64",110,16/09/2016,41772
"SkySat-6 (SkySat C2, S4)","SkySat-6","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,64",110,16/09/2016,41773
"SkySat-7 (SkySat C3, S103)","SkySat-7","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,65",110,16/09/2016,41774
"SkySat-8 (SkySat C6, S106)","SkySat-8","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,8",110,31/10/2017,42992
"SkySat-9 (SkySat C7, S107)","SkySat-9","USA","Planet Labs, Inc.","Commercial","Earth Observation","LEO","94,8",110,31/10/2017,42991
"SkyTerra 1","SkyTerra 1","USA","LightSquared","Commercial","Communications","GEO","1436,09",5.360,14/11/2010,37218
"SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119)","USA 119","USA","National Reconnaissance Office (NRO)","Military","Communications","Elliptical",240,,12/05/1996,23893
"SMAP (Soil Moisture Active Passive Satellite)","SMAP","USA","National Aeronautics and Space Administration (NASA)","Government","Earth Observation","LEO","98,21",,31/01/2015,40376
"SMDC-ONE 1.1 (Techsat)","SMDC-ONE 1.1","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO","97,5",5,13/09/2012,38766
"SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite])","SMDC-ONE 1.2","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO","97,4",3,13/09/2012,38759
"SMDC-ONE 2.3","SMDC-ONE 2.3","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO",98,5,06/12/2013,39474
"SMDC-ONE 2.4","SMDC-ONE 2.4","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO",98,5,06/12/2013,39472
"SMOS (Soil Moisture and Ocean Salinity satellite)","SMOS","ESA","Centre National d'Etudes Spatiales (CNES)/European Space Agency (ESA)","Government","Earth Observation","LEO",100,658,02/11/2009,36036
"SNaP-3 Alice","SNaP-3 Alice","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO","97,68",5,08/10/2015,40970
"SNaP-3 Eddie","SNaP-3 Eddie","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO","97,69",5,08/10/2015,40972
"SNaP-3 Jimi","SNaP-3 Jimi","USA","US Army Space and Missile Defense Command","Military","Technology Development","LEO","97,67",5,08/10/2015,40975
