"nombre","nombre_oficial","pais_operador","operador","usos","finalidad","clase_orbita","periodo","masa","fecha","NORAD"
"Göktürk 1","Göktürk 1","Turkey","Turkish Ministry of National Defense","Military","Earth Observation","LEO","98,42",1.060,05/12/2016,41875
"Göktürk 2","Göktürk 2","Turkey","Turkish Ministry of National Defense","Military","Earth Observation","LEO","98,35",409,18/12/2012,39030
"GomX-4A","GomX-4A","Denmark","GomSpace ApS","Military","Earth Observation","LEO","94,5",8,02/02/2018,43197
"GomX-4B","GomX-4B","Denmark","GomSpace ApS","Government","Technology Development","LEO","94,5",8,02/02/2018,43196
"Gonets M-11 (Gonets M21)","Gonets M-11","Russia","Gonets Satcom","Commercial","Communications","LEO",116,280,31/03/2015,40552
"Gonets M-12 (Gonets M22)","Gonets M-12","Russia","Gonets Satcom","Commercial","Communications","LEO",116,280,31/03/2015,40553
"Gonets M-13 (Gonets M23)","Gonets M-13","Russia","Gonets Satcom","Commercial","Communications","LEO",116,280,31/03/2015,40554
"Gonets M-14","Gonets M-14","Russia","Gonets Satcom","Commercial","Communications","LEO","115,86",270,11/09/2013,39249
"Gonets M-16","Gonets M-16","Russia","Gonets Satcom","Commercial","Communications","LEO",116,270,11/09/2013,39250
"Gonets M-17","Gonets M-17","Russia","Gonets Satcom","Commercial","Communications","LEO","116,02",270,11/09/2013,39251
"Gonets M-18","Gonets M-18","Russia","Gonets Satcom","Commercial","Communications","LEO","115,87",280,03/07/2014,40061
"Gonets M-19","Gonets M-19","Russia","Gonets Satcom","Commercial","Communications","LEO","115,89",280,03/07/2014,40062
"Gonets M-20","Gonets M-20","Russia","Gonets Satcom","Commercial","Communications","LEO","115,84",280,03/07/2014,40063
"Gonets M-24","Gonets-M-24","Russia","Gonets Satcom","Commercial","Communications","LEO","116,01",280,26/12/2019,44905
"Gonets M-25","Gonets M-25","Russia","Gonets Satcom","Commercial","Communications","LEO","116,01",280,26/12/2019,44906
"Gonets M-26","Gonets M-26","Russia","Gonets Satcom","Commercial","Communications","LEO","116,01",280,26/12/2019,44907
"Gonets M-27","Gonets M-27","Russia","Gonets Satcom","Commercial","Communications","LEO","116,01",280,28/09/2020,46486
"Gonets M-28","Gonets M-28","Russia","Gonets Satcom","Commercial","Communications","LEO","116,01",280,28/09/2020,46487
"Gonets M-29","Gonets M-29","Russia","Gonets Satcom","Commercial","Communications","LEO","116,01",280,28/09/2020,46488
"Gonets M-30","Gonets M-30","Russia","Gonets Satcom","Commercial","Communications","LEO","115,9",280,03/12/2020,47227
"Gonets M-31","Gonets M-31","Russia","Gonets Satcom","Commercial","Communications","LEO","115,9",280,03/12/2020,47228
"Gonets M-32","Gonets M-32","Russia","Gonets Satcom","Commercial","Communications","LEO","115,9",280,03/12/2020,47229
"GOSAT-2 (Greenhouse gases Observing Satellite-2; Ibuki-2)","GOSAT-2","Japan","JAXA, Ministry of Environment, National Institute of Environmental Studies","Government","Earth Observation","LEO","96,5",1.800,29/10/2018,43672
"GovSat-1 (SES-16)","GovSat-1","Luxembourg","LuxGovSat","Government/Military","Communications","GEO","1436,1",4.230,31/01/2018,43178
"GPM Core Observatory (Global Precipitation Measurement)","GPM Core Observatory","USA/Japan","National Aeronautics and Space Administration (NASA)/JAXA","Government","Earth Observation","LEO","92,57",3.850,27/02/2014,39574
"Grace Follow-on-1 (Gravity Recovery and Climate Experiment Follow-on-1)","Grace Follow-on-1","USA/Germany","NASA/German Research Centre for Geosciences (GFZ)","Government","Earth Observation","LEO","94,5",600,22/05/2018,43476
"Grace Follow-on-2 (Gravity Recovery and Climate Experiment Follow-on-2)","Grace Follow-on-2","USA/Germany","NASA/German Research Centre for Geosciences (GFZ)","Government","Earth Observation","LEO","94,5",600,22/05/2018,43477
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)","Ibuki","Japan","Japan Aerospace Exploration Agency (JAXA)","Government","Earth Observation","LEO","98,1",1.750,23/01/2009,33492
"GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment)","GRIFEX","USA","University of Michigan/NASA Earth Science Technology Office","Government/Civil","Technology Development","LEO","95,5",4,31/01/2015,40379
"GRUS-1 ","GRUS-1","Japan","Axelspace","Commercial","Earth Observation","LEO","96,2",100,27/12/2018,43890
"GSAT-10","GSAT-10","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,07",3.400,28/09/2012,38779
"GSAT-11","GSAT-11","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,09",5.854,04/12/2018,43824
"GSAT-12","GSAT-12","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",1.410,15/07/2011,37746
"GSAT-14","GSAT-14","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",1.982,05/01/2014,39498
"GSAT-15","GSAT-15","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",3.164,10/01/2015,41028
"GSAT-16","GSAT-16","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",3.181,06/12/2014,40332
"GSAT-17","GSAT-17","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",3.477,28/06/2017,42815
"GSAT-18","GSAT-18","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",3.404,05/10/2016,41793
"GSAT-19E","GSAT-19E","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",3.136,03/06/2017,42747
"GSAT-29","GSAT-29","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",3.400,14/11/2018,43698
"GSAT-30","GSAT-30","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1437,7",3.357,16/01/2020,45026
"GSAT-31","GSAT-31","India","Indian Space Research Organization (ISRO)","Government","Communications","GEO","1436,1",2.536,05/02/2019,44035
"GSAT-6 (Insat 4-E)","GSAT-6","India","Indian Space Research Organization (ISRO)","Government/Commercial","Communications","GEO","1436,1",2.110,27/08/2015,40880
"GSAT-7","GSAT-7","India","Indian Navy","Military","Communications","GEO",1436,2.650,29/08/2013,39234
"GSAT-7A","GSAT-7A","India","Indian Air Force","Military","Communications","GEO","1436,11",2.250,19/12/2018,43864
"GSAT-8","GSAT-8","India","Indian Space Research Organization (ISRO)","Government","Communications/Navigation","GEO","1436,23",3.093,20/05/2011,37605
"G-Satellite (G-SATELLITE and the Gundam and Char’s Zaku figures)","G-Satellite","Japan","Tokyo 2020 One Team Project","Civil","Communications","LEO","92,9",3,28/04/2020,45598
"GSSAP 1 (Geosynchronous Space Situational Awareness Program, USA 253)","USA 253","USA","Air Force Satellite Control Network","Military","Space Observation","GEO","1434,9",,28/07/2014,40099
"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)","USA 254","USA","Air Force Satellite Control Network","Military","Space Observation","GEO","1435,6",,28/07/2014,40100
"GSSAP 3 (Geosynchronous Space Situational Awareness Program, USA 270)","USA 270","USA","Air Force Satellite Control Network","Military","Space Observation","GEO","1436,02",,19/08/2016,41744
"GSSAP 4 (Geosynchronous Space Situational Awareness Program, USA 271)","USA 271","USA","Air Force Satellite Control Network","Military","Space Observation","GEO","1438,54",,19/08/2016,41745
"Haiyang 1C (HY 1C)","Haiyang 1C","China","State Oceanic Administration (SOA)","Government","Earth Observation","LEO","100,4",442,07/09/2018,43609
"Haiyang 1D (HY 1D)","Haiyang 1D","China","State Oceanic Administration (SOA)","Government","Earth Observation","LEO","100,4",442,10/06/2020,45721
"Haiyang 2A (HY 2A)","Haiyang 2A","China","State Oceanic Administration (SOA)","Government","Earth Observation","LEO","104,4",1.500,15/08/2011,37781
"Haiyang 2B (HY 2B)","Haiyang 2B","China","State Oceanic Administration (SOA)","Government","Earth Observation","LEO","104,1",1.500,24/10/2018,43655
"Haiyang 2C (HY 2C)","Haiyang 2C","China","State Oceanic Administration (SOA)","Government","Earth Observation","LEO",104,1.500,21/09/2020,46469
"HaloSat","HaloSat","USA","University of Iowa","Government","Space Science","LEO","92,6",10,13/07/2018,43549
"Hawk-A (HawkEye 360 Pathfinder 1)","Hawk-A","USA","HawkEye 360","Commercial","Surveillance","LEO","96,3",15,03/12/2018,43765
"Hawk-B (HawkEye 360 Pathfinder 2)","Hawk-B","USA","HawkEye 360","Commercial","Surveillance","LEO","96,3",15,03/12/2018,43794
"Hawk-C (HawkEye 360 Pathfinder 3)","Hawk-C","USA","HawkEye 360","Commercial","Surveillance","LEO","96,3",15,03/12/2018,43799
"HEAD-1 ","HEAD-1","China","HEAD Aerospace","Commercial","Earth Observation","LEO","100,9",45,14/11/2017,43011
"HEAD-2A","HEAD-2A","China","HEAD Aerospace","Commercial","Earth Observation","LEO","94,6",45,07/12/2019,44838
"HEAD-2B","HEAD-2B","China","HEAD Aerospace","Commercial","Earth Observation","LEO","94,6",45,07/12/2019,44839
"HEAD-4","HEAD-4","China","HEAD Aerospace","Commercial","Earth Observation","LEO","94,5",45,31/05/2020,45624
"HEAD-5","HEAD-5","China","HEAD Aerospace","Commercial","Earth Observation","LEO","94,5",45,17/06/2020,45796
"Helios 2A ","Helios 2A","France/Italy/Belgium/Spain/Greece","Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA)","Military","Earth Observation","LEO",98,4.200,18/12/2004,28492
"Helios 2B","Helios 2B","France/Italy/Belgium/Spain/Greece","Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA)","Military","Earth Observation","LEO","98,37",4.200,18/12/2009,36124
"Hellas-Sat 2 (Intelsat K-TV, NSS K-TV)","HellasSat 2","Greece","Hellas-Sat Consortium Ltd.","Commercial","Communications","GEO","1436,08",3.300,12/05/2003,27811
"Hellas-Sat 3/INMARSAT S EAN","HellasSat 3","Greece/United Kingdom","Hellas-Sat Consortium Ltd./INMARSAT","Commercial","Communications","GEO","1436,1",5.780,28/06/2017,42814
"Hellas-Sat 4/SGS-1 (Saudi Geostationary Satellite 1)","Hellas-Sat 4","Greece","Hellas-Sat Consortium Ltd.","Commercial/Government","Communications","GEO","1436,1",6.495,05/02/2019,44034
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)","RHESSI (Reuven Ramaty High Energy Solar Spectroscopic Imager)","USA","Space Sciences Laboratory, UC Berkeley/NASA","Government/Civil","Space Science","LEO","95,5",293,05/02/2002,27370
"Hiber-1","Hiber-1","Netherlands","Hiber Global","Commercial","Technology Development","LEO",95,4,29/11/2018,43744
"Hiber-2","Hiber-2","Netherlands","Hiber Global","Commercial","Technology Development","LEO","96,3",7,03/12/2018,43774
